date,b0,b1,b2,b3,t1,t2
2021-12-08,0.00416,-1.08505,-0.9956,0.90988,2.38653,0.52516
2021-12-09,0.09237,-1.10608,-0.94733,0.6949,2.65285,0.5714
2021-12-10,0.10823,-1.15162,-0.84512,0.74036,2.8179,0.48715
2021-12-13,0.09982,-1.08562,-0.83818,0.66072,3.04486,0.45215
2021-12-14,0.07149,-1.0783,-0.78019,0.83634,3.03291,0.37938
2021-12-15,0.0864,-1.08887,-0.84374,0.8716,3.02138,0.40134
2021-12-16,0.13437,-1.05818,-1.04224,0.63058,2.87023,0.48247
2021-12-17,0.13746,-1.03965,-1.07787,0.53182,2.83862,0.50097
2021-12-20,0.11721,-1.04564,-1.11865,0.5437,2.85011,0.45772
2021-12-21,0.19603,-1.14026,-1.07473,0.5389,2.99985,0.43352
2021-12-22,0.25302,-1.199,-1.05928,0.50266,2.84267,0.46784
2021-12-23,0.25826,-1.12536,-1.11247,0.32641,2.78609,0.50945
2021-12-27,0.28403,-1.07615,-1.18946,0.1839,2.65182,0.66104
2021-12-28,0.28025,-1.0627,-1.05587,0.09692,2.83769,0.74839
2021-12-29,0.30603,-1.14029,-1.03252,0.19142,2.87002,0.58522
2021-12-30,0.32994,-1.1084,-1.01065,0.05147,2.93927,0.64206
2022-01-03,0.33657,-1.09787,-1.21328,0.21357,2.70271,1.42875
2022-01-04,0.42036,-1.11947,-0.83107,-0.74603,2.01986,3.40596
2022-01-05,0.41185,-1.11009,-1.05359,-0.36414,2.26168,4.05134
2022-01-06,0.84108,-1.51124,-1.56507,-1.14188,2.39492,14.32634
2022-01-07,2.25871,-2.91418,-2.38564,-5.07634,2.88984,18.3271
2022-01-10,2.28581,-2.93413,-2.37864,-5.09695,2.84764,18.09609
2022-01-11,0.42625,-1.44081,-0.08801,0.92738,4.09068,0.23138
2022-01-12,0.45636,-1.46135,-0.00198,0.97883,4.4645,0.2156
2022-01-13,2.18634,-2.8354,-2.30316,-5.02535,2.64146,16.83073
2022-01-14,2.06665,-2.72312,-2.22987,-4.82017,2.60163,16.59373
2022-01-17,2.26253,-2.93089,-2.24778,-5.20688,2.69513,17.0408
2022-01-18,2.27637,-2.96744,-2.15608,-5.2307,2.68086,16.81022
2022-01-19,2.30328,-2.99768,-2.17156,-5.21988,2.68253,16.84185
2022-01-20,2.20554,-2.90106,-2.20478,-5.0504,2.59504,16.42277
2022-01-21,1.16369,-1.84017,-1.75977,-2.42693,2.05184,13.1878
2022-01-24,1.03776,-1.69825,-1.85997,-2.17009,1.95205,12.9814
2022-01-25,1.69375,-2.36444,-2.23989,-3.79507,2.28441,15.24537
2022-01-26,0.82593,-1.47464,-1.78865,-1.4444,1.87674,11.47119
2022-01-27,0.84064,-1.4865,-1.72578,-1.4161,1.87876,11.96821
2022-01-28,0.61943,-1.2673,-1.55439,-0.94565,1.68185,10.10924
2022-01-31,0.39638,-1.01974,-1.20936,-0.80565,1.13037,3.51587
2022-02-01,0.40279,-0.98583,-1.32203,-1.1458,0.79651,2.94408
2022-02-02,0.41573,-1.03567,-1.23286,-1.01858,0.85065,2.95368
2022-02-03,0.40022,-0.99064,-1.35241,-0.98951,0.7645,2.76887
2022-02-04,0.50985,-1.12835,-1.35198,-0.77161,0.78969,6.82191
2022-02-07,0.51353,-1.14107,-1.36732,-0.58937,0.69143,5.48545
2022-02-08,0.54343,-1.14388,-1.55084,-0.62103,0.77146,5.71731
2022-02-09,0.62664,-1.23188,-1.6558,-0.79753,0.80452,6.47086
2022-02-10,0.63892,-1.29073,-1.54046,-0.71318,0.86406,6.87547
2022-02-11,0.66444,-1.31756,-1.57205,-0.64811,0.93839,9.26385
2022-02-14,0.49082,-1.03223,-1.83806,-0.58886,0.66327,3.3835
2022-02-15,0.58984,-1.16346,-1.77128,-0.69681,0.66229,2.86939
2022-02-16,0.66488,-1.2054,-1.89607,-0.96863,0.60289,2.55347
2022-02-17,0.65125,-1.24983,-1.74971,-0.90813,0.68616,2.93368
2022-02-18,0.60294,-1.17171,-1.83642,-0.98097,0.6653,2.60555
2022-02-21,0.60393,-1.2061,-1.70966,-0.90421,0.72756,2.82158
2022-02-22,0.58207,-1.18156,-1.75422,-0.8441,0.73743,3.06543
2022-02-23,0.59426,-1.24351,-1.5304,-0.7439,0.74422,3.13523
2022-02-24,0.51017,-1.15203,-1.46558,-0.89089,0.7359,2.85853
2022-02-25,0.57675,-1.23387,-1.41212,-0.89966,0.81722,3.26455
2022-02-28,0.57495,-1.26876,-1.3554,-0.70385,0.91373,3.2574
2022-03-01,0.41596,-1.10809,1.70137,-2.52464,2.8818,2.11592
2022-03-02,0.41635,-1.04788,-1.31829,-0.92085,1.21716,2.47942
2022-03-03,0.43068,-1.11523,-0.73715,-0.57666,1.75341,1.74789
2022-03-04,0.36515,-1.03324,-1.369,-0.561,1.23738,2.3562
2022-03-07,0.21495,-1.0431,0.32062,-2.96484,0.30719,1.05272
2022-03-08,0.29634,-1.12006,-1.57731,0.5675,1.13896,0.23051
2022-03-09,0.47001,-1.96163,-0.06583,2.06622,1.96604,0.19618
2022-03-10,0.48202,-1.71686,1e-05,1.38063,2.30077,0.17516
2022-03-11,0.51499,-1.71813,1e-05,1.26551,1.89347,0.15884
2022-03-14,0.57909,-1.20357,-1.4075,-0.76132,0.6393,1.52248
2022-03-15,0.62499,-1.25526,-1.23468,-1.2289,0.59908,1.48652
2022-03-16,0.67121,-1.26671,-1.38379,-1.13465,0.64175,1.55261
2022-03-17,0.60372,-1.20644,-1.34408,-1.02133,0.58189,1.40543
2022-03-18,0.65116,-1.23777,-1.47133,-1.03546,0.64097,1.49605
2022-03-21,0.69919,-1.27793,-1.56354,-1.10615,0.59857,1.59209
2022-03-22,0.75071,-1.29526,-1.71412,-0.87529,0.59096,1.44721
2022-03-23,0.73748,-1.2787,-1.91894,-0.73659,0.58897,1.74203
2022-03-24,0.75104,-1.28023,-2.02464,-0.58534,0.56177,1.65489
2022-03-25,0.72116,-1.23244,-2.05918,-0.52994,0.5466,1.64206
2022-03-28,0.5735,-1.06608,-2.10207,0.57929,0.53156,8.36193
2022-03-29,0.70674,-1.13098,-2.39885,0.26375,0.50553,9.94157
2022-03-30,0.76125,-1.24859,2.59356,-4.18085,0.7944,0.61754
2022-03-31,0.7476,-0.93205,-0.14152,-2.30564,0.80216,0.39091
2022-04-01,0.7573,-1.04354,-0.08972,-1.83533,1.12245,0.3771
2022-04-04,0.66076,-1.21099,-0.02566,-1.31965,1.01104,0.42314
2022-04-05,0.69145,-4.2105,-0.07363,6.15517,0.62851,0.1574
2022-04-06,0.80151,-4.45713,-0.00195,6.49246,0.62902,0.15167
2022-04-07,0.85612,-1.32544,-2.27321,-0.46363,0.49,1.82016
2022-04-08,0.8633,-1.32952,-2.38931,-0.16326,0.48304,2.05564
2022-04-11,0.91416,-1.26808,-2.61965,-2.55414,0.45594,0.00023
2022-04-12,1.00934,-5.12659,-0.80182,7.58831,0.49826,0.14438
2022-04-13,0.99928,-3.64283,0.02409,4.40387,0.72502,0.13694
2022-04-14,0.98603,-1.03972,-0.00685,-2.36759,1.4068,0.3154
2022-04-19,1.17636,-1.52048,-0.00092,-1.6873,1.44944,0.37016
2022-04-20,1.1522,-1.69931,-2.20707,-0.78925,0.49616,1.50966
2022-04-21,1.12615,-1.55787,-2.52282,-0.48132,0.43411,1.38235
2022-04-22,1.11288,-1.44758,-2.82146,-0.16628,0.40563,1.88496
2022-04-25,1.10515,-1.4399,-2.77858,-0.38053,0.38805,2.07859
2022-04-26,1.04455,-1.61843,-2.10496,-0.18263,0.5005,3.81779
2022-04-27,1.52713,-2.41578,-0.21294,-1.74552,1.28891,10.60413
2022-04-28,1.4628,-2.32001,-0.0184,-1.44706,1.40666,10.00716
2022-04-29,1.6513,-2.55804,0.0044,-1.94393,1.24819,10.21461
2022-05-02,1.40802,-2.27629,0.00422,-1.04785,1.2142,9.12726
2022-05-03,1.25784,-1.88759,-1.98592,-0.95854,0.38888,1.66544
2022-05-04,1.20288,-1.89118,-1.80652,-0.5583,0.42993,1.698
2022-05-05,1.23213,-1.97963,-1.58812,-0.82575,0.43187,1.491
2022-05-06,1.28999,-1.98252,-1.76214,-0.75573,0.41032,1.36197
2022-05-09,1.38449,-2.18425,-1.04947,-1.334,0.45807,1.09125
2022-05-10,0.48885,-1.39197,-0.03755,2.58226,0.74836,10.49607
2022-05-11,0.00286,-0.84821,0.80424,3.82265,1.20847,11.24054
2022-05-12,0.00118,-0.8059,0.62794,3.5828,1.09388,11.33143
2022-05-13,0.00035,-0.81601,0.41032,3.67357,0.88382,11.43407
2022-05-16,0.0001,-0.83096,0.67205,3.96715,0.98199,11.35344
2022-05-17,0.00021,-0.8489,0.82145,3.91519,0.99741,11.36244
2022-05-18,0.00011,-0.88366,1.42237,3.85314,1.13811,11.24949
2022-05-19,0.00529,-0.87782,1.17379,3.58284,1.01222,10.82403
2022-05-20,0.0001,-0.85544,1.29457,3.79689,1.08093,11.82725
2022-05-23,0.00012,-0.86646,1.38077,3.70509,1.14818,12.13813
2022-05-24,0.00017,-0.8689,1.33578,3.90264,1.09899,12.58721
2022-05-25,0.00011,-0.85766,1.14377,3.84128,1.03149,12.31986
2022-05-26,0.00025,-0.82566,0.86546,3.93861,0.92229,13.16198
2022-05-27,0.0001,-0.83407,1.10552,4.18469,1.01957,13.17327
2022-05-30,0.00014,-0.84181,1.41566,4.30158,1.08907,13.34152
2022-05-31,0.00012,-0.83564,1.49144,4.37636,1.12861,13.43376
2022-06-01,0.00014,-0.83455,1.6229,4.50759,1.09353,13.28228
2022-06-02,0.0001,-0.83411,1.7967,4.75563,1.16529,13.2459
2022-06-03,0.00014,-0.83501,2.01459,4.78273,1.2371,13.28965
2022-06-06,0.0002,-0.86153,2.22831,4.92451,1.17717,13.6069
2022-06-07,0.00045,-0.82198,2.02868,4.96386,1.18884,13.19036
2022-06-08,0.00025,-0.83075,2.21787,4.9758,1.23981,13.27091
2022-06-09,0.00024,-0.83849,2.10801,5.15217,1.12269,12.75825
2022-06-10,0.00042,-0.93937,2.87254,5.00138,1.187,13.06124
2022-06-13,0.00014,-1.00423,3.83286,5.02447,1.29891,13.13197
2022-06-14,0.00022,-0.99326,3.97284,5.35263,1.22134,12.6425
2022-06-15,0.0002,-0.93468,3.8065,5.85418,1.23215,12.34643
2022-06-16,0.0001,-0.90726,4.06389,5.82964,1.29751,12.82446
2022-06-17,0.00013,-0.94365,3.66962,5.69114,1.14602,12.86676
2022-06-20,0.0001,-0.8656,3.33486,5.7663,1.20879,13.02724
2022-06-21,0.0001,-0.93375,3.53859,6.13155,1.17209,12.82608
2022-06-22,0.00011,-0.954,3.47365,6.05352,1.11582,12.96236
2022-06-23,0.0001,-0.89327,2.63442,5.49857,0.94494,12.6528
2022-06-24,0.00011,-0.89367,2.63649,5.56695,0.93353,12.98033
2022-06-27,0.00053,-0.79893,2.57687,5.61681,1.04649,12.78471
2022-06-28,0.00033,-0.92809,2.82261,5.91852,0.92641,12.11513
2022-06-29,0.0001,-0.90028,2.62045,5.93763,0.9113,11.96965
2022-06-30,0.00015,-0.92518,1.99188,5.66072,0.68569,12.14527
2022-07-01,0.0001,-0.98557,1.93794,5.71295,0.59493,12.78758
2022-07-04,0.0001,-0.84845,1.72863,5.43153,0.67558,13.61372
2022-07-05,0.00131,-0.8431,1.19497,5.35097,0.53438,12.34299
2022-07-06,0.01382,-3.1861,2.68719,5.12367,0.14515,12.83199
2022-07-07,0.00027,-0.36355,0.9139,5.29729,1.24431,13.73573
2022-07-08,0.00121,-0.3026,0.6927,5.1582,1.14654,13.15861
2022-07-11,0.00214,-0.27906,0.51205,5.35776,0.90885,12.94079
2022-07-12,0.00066,-0.1926,0.04338,4.79776,1.16787,13.00525
2022-07-13,0.00259,-0.25529,5.13481,0.56606,12.42043,1.45389
2022-07-14,0.0001,-0.16,4.97561,0.95886,11.85371,1.25107
2022-07-15,0.00029,-0.13973,4.78007,0.37675,12.5361,1.23098
2022-07-18,0.00011,-0.2447,5.01359,1.0139,12.52112,1.43269
2022-07-19,0.00064,-0.20066,5.00801,1.11182,12.29322,1.33551
2022-07-20,0.00017,-0.22051,4.97442,1.20268,12.44003,1.45367
2022-07-21,0.00036,-0.23227,5.08272,1.36775,12.04106,1.47306
2022-07-22,0.00059,-0.09129,4.42974,0.53438,12.67755,1.35416
2022-07-25,0.0033,-0.16864,4.64347,0.7462,12.48401,0.99831
2022-07-26,0.0001,-0.1502,4.40958,0.49641,12.75416,0.79954
2022-07-27,0.00018,-0.20955,4.37571,0.69563,12.60063,0.56937
2022-07-28,0.00033,-0.24917,4.57668,0.9451,12.02639,0.51281
2022-07-29,0.00015,-0.3222,4.42367,1.11683,11.7456,0.33413
2022-08-01,0.0001,-0.34376,4.22126,1.21275,11.57284,0.33934
2022-08-02,0.0001,-0.53231,4.13895,1.7498,11.63758,0.31371
2022-08-03,0.00157,-0.25242,3.92005,1.06765,12.1366,0.46737
2022-08-04,0.00289,-0.26626,3.96699,1.25776,11.78535,0.47349
2022-08-05,0.0003,-0.31995,3.90402,1.35587,12.08212,0.44483
2022-08-08,0.00129,-0.24701,4.10902,1.2162,12.65616,0.52293
2022-08-09,0.00015,-0.2853,4.2095,1.50535,12.18368,0.57995
2022-08-10,0.00073,-0.30586,4.17829,1.56626,12.44484,0.56583
2022-08-11,0.00036,-0.27284,4.23813,1.42646,12.71327,0.59855
2022-08-12,0.0001,-0.27135,4.5769,1.36871,12.80043,0.61264
2022-08-15,0.00011,-0.21799,4.23505,1.22937,13.15951,0.75746
2022-08-16,0.0001,-0.21244,4.21447,1.17902,13.39507,0.73452
2022-08-17,0.00014,-0.09901,4.42352,1.17963,13.40387,0.93897
2022-08-18,0.0001,-0.06963,4.32537,1.4428,13.83789,1.04672
2022-08-19,0.00021,-0.04679,4.51725,1.41783,12.87307,0.94018
2022-08-22,0.0001,-0.00296,4.61877,1.27605,12.87458,0.97721
2022-08-23,0.00011,-0.08288,4.79889,1.75629,12.40879,1.09127
2022-08-24,0.00119,-0.16968,5.07282,1.79387,11.97353,0.97952
2022-08-25,0.00103,-0.24026,5.19101,2.00264,11.69309,0.97544
2022-08-26,0.00178,-0.30088,5.31317,2.33803,11.9458,0.99583
2022-08-29,0.01126,-0.5206,5.74828,3.4399,11.26098,1.09125
2022-08-30,0.01417,-0.64542,5.81722,3.59413,11.03656,1.07554
2022-08-31,0.15064,-0.72682,5.59843,3.73683,10.7469,1.09103
2022-09-01,0.35603,-0.89038,5.34227,3.74934,10.53296,1.12072
2022-09-02,0.00027,-0.50955,6.06641,3.5823,11.89597,1.16084
2022-09-05,0.0001,-0.43858,5.99493,3.16845,11.90638,1.18323
2022-09-06,0.0001,-0.25375,5.58258,2.40944,12.29934,1.4185
2022-09-07,0.00016,-0.28891,5.86723,2.41419,11.80611,1.3128
2022-09-08,0.00018,-0.07671,5.48942,2.22075,11.97197,1.29023
2022-09-09,0.00012,0.15423,5.60469,2.20929,11.93919,1.11018
2022-09-12,0.0001,0.11257,5.65195,2.34988,12.11598,1.02105
2022-09-13,0.00085,0.3193,5.24684,1.78804,12.73756,1.05513
2022-09-14,0.0001,0.31923,5.21559,2.03774,12.73243,1.24758
2022-09-15,0.0001,0.26854,5.26987,2.31228,12.17564,1.18394
2022-09-16,0.00054,0.22309,5.23194,2.82825,11.7409,1.13282
2022-09-19,0.00458,0.15469,5.50665,2.93254,11.57721,1.04378
2022-09-20,0.00027,0.21301,5.64583,3.21325,11.61649,1.0414
2022-09-21,1.95847,-6.90222,0.23417,-0.50015,0.07518,1.58145
2022-09-22,1.85219,-4.92219,0.47839,1.44295,0.14584,0.23905
2022-09-23,1.65035,-4.2999,3.74822,1.13551,0.23214,6.41713
2022-09-26,1.49177,-3.86401,4.53487,1.8803,0.28057,6.27192
2022-09-27,1.61622,-5.46067,5.18893,1.6397,0.20534,6.11471
2022-09-28,1.71358,-6.19386,4.9186,2.15608,0.16453,6.93005
2022-09-29,1.62908,-6.90794,6.28725,2.15493,0.16501,7.16982
2022-09-30,1.42768,-8.76121,8.71462,2.52787,0.14788,8.9289
2022-10-03,1.38602,-5.56934,5.99712,2.67688,0.18745,9.13491
2022-10-04,0.90374,-3.58576,5.33584,3.38223,0.22853,10.48547
2022-10-05,1.05709,-2.92146,4.34138,3.35101,0.26585,10.13387
2022-10-06,1.32179,-3.21662,3.87987,2.52051,0.25212,9.25618
2022-10-07,1.32816,-3.35426,4.27845,2.83307,0.27394,8.67323
2022-10-10,1.14105,-3.39303,4.97886,3.67763,0.27968,9.52628
2022-10-11,1.341,-2.98075,4.02759,3.58089,0.29207,9.64416
2022-10-12,1.09048,-2.64249,4.34157,4.68857,0.31154,10.16968
2022-10-13,1.04313,-2.48187,4.46872,4.68758,0.31281,10.15479
2022-10-14,1.05564,-2.31214,4.41219,4.31206,0.33611,10.46933
2022-10-17,1.03413,-2.19203,4.45573,4.59013,0.37054,11.03587
2022-10-18,1.20407,-2.13826,4.10398,4.2249,0.39602,10.72513
2022-10-19,1.24731,-1.86285,3.84969,3.95859,0.44166,10.16875
2022-10-20,1.25484,-1.76041,3.94562,4.16904,0.49155,9.9967
2022-10-21,1.63102,-2.51121,3.729,3.20454,0.38661,10.38292
2022-10-24,1.29522,-2.16767,3.97305,4.15583,0.39518,10.48803
2022-10-25,1.20032,-1.83757,4.0022,3.83883,0.43789,10.47387
2022-10-26,1.21724,-2.03009,4.3421,3.37984,0.41052,10.24516
2022-10-27,1.2299,-1.88125,4.31596,3.46368,0.38924,10.38053
2022-10-28,1.29868,-1.8525,4.04816,3.00011,0.3614,11.48157
2022-10-31,1.24486,-1.89789,4.2447,3.30693,0.34218,10.11859
2022-11-01,0.9719,-1.37491,4.38686,3.97223,0.37808,10.62197
2022-11-02,1.12357,-1.2559,3.87964,3.69981,0.40918,10.61261
2022-11-03,1.26608,-1.33872,3.6372,3.40147,0.39609,9.62859
2022-11-04,1.34485,-1.17776,3.27051,3.08744,0.44089,9.45134
2022-11-07,1.28032,-1.00952,3.26374,3.43058,0.46735,9.58968
2022-11-08,1.36893,-2.1442,4.35932,3.40631,0.28526,8.66494
2022-11-09,1.26749,-2.10013,4.68965,3.47356,0.28536,8.68626
2022-11-10,1.26886,-2.00011,4.81933,3.20332,0.27939,8.81604
2022-11-11,1.09399,-0.85551,4.24581,3.30298,0.42441,10.38721
2022-11-14,1.07535,-1.2976,5.14411,3.67968,0.36019,10.21809
2022-11-15,1.25293,-1.2995,4.64616,2.91586,0.37569,10.2409
2022-11-16,1.13345,-0.83152,4.27324,3.27121,0.44087,10.12679
2022-11-17,0.84385,-0.3331,4.04585,3.74169,0.54797,10.43983
2022-11-18,1.09847,-0.52704,3.68052,3.15095,0.53247,9.71479
2022-11-21,1.04771,-0.46199,3.59387,3.21246,0.51694,9.82803
2022-11-22,0.94098,-0.17698,3.43982,3.39629,0.60753,9.98054
2022-11-23,0.85025,-0.00382,3.43931,3.56475,0.67842,10.0794
2022-11-24,0.84749,8e-05,3.30917,3.04465,0.64019,9.914
2022-11-25,0.87472,8e-05,3.40266,3.1179,0.66869,9.52315
2022-11-28,0.89444,-4e-05,3.39431,3.14815,0.694,9.18645
2022-11-29,0.78832,-4e-05,3.3766,3.43279,0.65054,9.56654
2022-11-30,0.8595,0.0001,3.38186,3.10108,0.72262,9.51586
2022-12-01,0.82067,0.00021,3.22378,3.023,0.65295,9.35828
2022-12-02,0.22643,0.68151,3.59382,4.72918,0.74241,10.00964
2022-12-05,0.27146,0.63595,3.75806,4.49076,0.79584,9.34962
2022-12-06,0.28087,0.67346,3.6915,4.49434,0.80375,9.39762
2022-12-07,0.20164,0.85157,3.51148,4.65526,0.77727,9.57357
2022-12-08,0.18287,0.91886,3.44734,4.66062,0.77659,9.60654
2022-12-09,0.10911,0.99191,3.65734,5.09044,0.81041,9.42907
2022-12-12,0.0266,1.08004,3.95567,5.55832,0.7679,9.37701
2022-12-13,0.21907,0.977,3.58298,4.90881,0.84613,9.14064
2022-12-14,0.41567,0.79734,3.30535,4.56014,0.78281,9.51852
2022-12-15,0.2377,1.04934,3.38069,5.03959,0.83837,10.26958
2022-12-16,0.81523,0.34125,3.62613,3.77772,0.84419,8.69883
2022-12-19,0.69718,0.47619,3.55913,4.34255,0.81004,9.27242
2022-12-20,0.62054,0.58672,3.73725,4.88327,0.87677,10.0288
2022-12-21,0.62038,0.62469,3.68177,4.90748,0.91545,10.24055
2022-12-22,0.59808,0.71562,3.62747,5.02026,0.95824,10.38962
2022-12-23,0.56791,0.70779,3.87455,5.3363,0.94755,10.3645
2022-12-27,0.62116,0.61716,4.09083,5.47211,0.97741,10.46798
2022-12-28,0.80384,0.34485,3.91788,5.00516,0.88687,10.1916
2022-12-29,0.61154,0.60974,4.02764,5.61604,0.95223,10.64942
2022-12-30,0.90536,0.08032,4.34532,4.8861,0.82692,10.61343
2023-01-02,0.67291,0.21198,4.82111,5.53624,0.8207,10.96045
2023-01-03,1.02224,0.13706,4.19669,3.888,0.72182,9.99899
2023-01-04,0.93532,0.1356,4.52224,4.11514,0.64368,10.14717
2023-01-05,0.864,0.68062,3.99833,4.29926,0.7104,10.37446
2023-01-06,0.93187,0.58228,4.08835,4.13214,0.68472,10.07059
2023-01-09,0.76395,0.85582,4.09157,4.53869,0.70389,10.41576
2023-01-10,0.56126,1.11839,4.20741,5.17702,0.75785,10.71108
2023-01-11,0.65458,0.89794,4.37856,4.75862,0.70055,10.51821
2023-01-12,0.20611,1.59174,4.3517,5.95192,0.82329,11.17306
2023-01-13,0.11624,1.62822,4.44792,6.03519,0.79536,11.38984
2023-01-16,0.23894,1.53146,4.38472,5.97191,0.80159,11.34545
2023-01-17,0.43555,1.28469,4.29816,5.2894,0.75385,11.24105
2023-01-18,0.21058,1.54209,4.23198,5.71924,0.79101,11.51794
2023-01-19,0.00494,1.81663,4.33851,5.99194,0.84137,11.45741
2023-01-20,0.10795,1.79689,4.121,6.00107,0.87667,11.48398
2023-01-23,0.1493,1.85077,3.93084,6.07048,0.9201,11.91121
2023-01-24,0.14177,1.93369,3.73943,6.08274,0.93225,11.83651
2023-01-25,0.05973,1.95251,3.82202,6.11524,0.90235,11.64362
2023-01-26,0.1532,1.82664,3.85499,6.13791,0.88192,11.61902
2023-01-27,0.25848,1.71714,3.89875,5.98757,0.87751,11.38209
2023-01-30,0.49047,1.4315,3.89787,5.39485,0.82377,11.24014
2023-01-31,0.34379,1.53521,4.15322,5.82586,0.84303,11.30844
2023-02-01,0.20064,1.82148,3.92846,6.09331,0.92732,11.55458
2023-02-02,0.20391,1.78752,4.12768,6.09363,0.89386,11.70102
2023-02-03,0.17571,1.82785,3.98857,6.08624,0.8443,12.35755
2023-02-06,0.45737,1.54549,3.84689,5.59227,0.80586,12.02393
2023-02-07,0.66163,1.33399,3.65034,4.98686,0.78216,11.78087
2023-02-08,0.62779,1.52781,3.5998,5.21862,0.82498,11.54751
2023-02-09,0.5626,1.58214,3.83892,5.21673,0.77749,11.67889
2023-02-10,0.68756,1.46002,3.88277,4.98273,0.76661,11.56979
2023-02-13,0.64096,1.58721,3.82784,5.10558,0.79357,11.49245
2023-02-14,0.64416,1.63551,3.77257,5.03786,0.81847,11.3649
2023-02-15,0.64,1.6907,3.77082,5.14367,0.8554,11.29312
2023-02-16,0.45325,1.97674,3.68825,5.9871,0.92923,11.63897
2023-02-17,0.7159,1.65924,3.78425,5.33878,0.86751,11.28199
2023-02-20,0.54153,1.9436,3.6329,5.61572,0.91637,11.66093
2023-02-21,0.83023,1.60063,3.68339,4.81484,0.85209,11.38718
2023-02-22,0.88007,1.57848,3.59405,4.8211,0.86766,11.26001
2023-02-23,1.04942,1.37927,3.4192,4.38425,0.80295,11.53892
2023-02-24,0.79513,1.65291,3.71773,4.84452,0.84813,11.37093
2023-02-27,0.87357,1.5288,4.06596,4.88921,0.84373,11.3855
2023-02-28,0.76676,1.59396,4.44529,5.45624,0.87335,11.63439
2023-03-01,0.85954,1.52195,4.43507,5.34737,0.89032,11.57229
2023-03-02,1.11016,1.23777,4.34971,4.70567,0.82884,11.17062
2023-03-03,0.8992,1.5373,4.32618,5.21104,0.87865,11.67631
2023-03-06,0.84613,1.56431,4.58375,5.13719,0.86752,11.41085
2023-03-07,0.84851,1.50859,4.80131,5.0769,0.89095,11.71602
2023-03-08,0.7247,1.69576,5.00162,5.5164,0.92496,11.83838
2023-03-09,0.85352,1.57782,4.89045,5.11312,0.9002,11.76978
2023-03-10,0.53649,1.9926,4.5437,5.76831,0.92697,12.01598
2023-03-13,0.56712,1.96417,3.74356,5.10067,0.83017,12.25556
2023-03-14,1.17186,0.96663,3.70239,3.58039,0.66952,11.90543
2023-03-15,0.74349,1.73795,3.23348,4.78189,0.80021,11.49087
2023-03-16,0.27509,2.20463,2.61073,5.95271,1.16026,12.13872
2023-03-17,0.2565,2.3436,2.56208,5.94256,1.13131,12.38009
2023-03-20,0.12784,2.58747,15.28693,-13.20676,8.13834,5.86885
2023-03-21,0.27033,2.56467,30.0,-27.46454,8.10639,7.00789
2023-03-22,0.31722,2.65917,27.95583,-25.50689,8.25668,7.09273
2023-03-23,0.29502,2.69261,30.0,-27.64536,7.90813,6.80979
2023-03-24,0.89018,2.01096,27.03944,-26.5036,6.01733,5.19899
2023-03-27,0.24845,2.68853,30.0,-27.75407,7.52302,6.39502
2023-03-28,0.38265,2.61345,30.0,-27.6014,7.82454,6.70406
2023-03-29,0.38168,2.60017,29.99781,-27.63277,7.70217,6.57228
2023-03-30,0.40312,2.58117,30.0,-27.59519,8.13919,6.99071
2023-03-31,0.38285,2.65802,30.0,-27.54795,8.44256,7.32788
2023-04-03,0.41341,2.64467,30.0,-27.63832,8.33708,7.18446
2023-04-04,0.34564,2.68802,29.6268,-27.31545,8.17299,7.02147
2023-04-05,0.36432,2.69036,29.65277,-27.42128,7.93305,6.75876
2023-04-06,0.22747,2.74207,30.0,-27.92366,7.50191,6.3366
2023-04-11,0.32447,2.73289,29.98725,-27.8688,7.97186,6.7885
2023-04-12,0.38883,2.76411,30.0,-27.89857,7.99083,6.81646
2023-04-13,0.46385,2.72155,29.98931,-27.82251,8.00396,6.83082
2023-04-14,0.4696,2.74274,29.92187,-27.81167,7.96014,6.7753
2023-04-17,2.55058,0.12489,-4.33664,5.01954,1.39575,0.92743
2023-04-18,2.59394,0.05986,-5.51271,6.30141,1.2481,0.90316
2023-04-19,2.59784,0.05698,-6.02046,7.00742,1.24334,0.93445
2023-04-20,2.56855,0.12645,-3.02526,3.93966,1.45904,0.84474
2023-04-21,2.54677,0.1337,-2.7475,3.56169,1.53555,0.82048
2023-04-24,2.55949,0.1396,-6.42275,7.21798,1.29018,0.98572
2023-04-25,2.56101,0.13917,-28.36022,29.16298,1.16903,1.09114
2023-04-26,2.51001,0.30197,-12.14694,12.21502,1.2703,1.08345
2023-04-27,2.59436,0.20707,-29.75837,30.0,1.20548,1.13058
2023-04-28,2.52137,0.16827,-29.80738,30.0,1.21935,1.14745
2023-05-02,2.55343,0.17949,-18.00984,18.14382,1.28386,1.15264
2023-05-03,2.43248,0.28338,-11.06991,11.07664,1.30156,1.09008
2023-05-04,2.49233,0.31238,-26.51645,26.23102,1.27345,1.18213
2023-05-05,0.42748,2.75593,-27.69564,30.0,5.90586,7.13728
2023-05-08,0.47686,2.69919,-27.57416,30.0,6.17755,7.40679
2023-05-09,0.49675,2.70091,30.0,-28.07124,7.4029,6.18156
2023-05-10,0.52625,2.69838,29.99902,-28.12788,7.27717,6.04983
2023-05-11,2.59211,0.25887,-5.66319,5.08168,1.4357,0.94796
2023-05-12,2.53491,0.47057,-25.67426,24.79982,1.28205,1.1845
2023-05-15,0.67015,2.64148,-28.00242,29.73284,5.67478,6.8267
